"","sys_id","type","subtype","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","bacterial_strain"
"1457","UserReplicon_Abi2_1","Abi2","Abi2","p2.A5|IAMFINMA_01713","p2.A5|IAMFINMA_01713","p2.A5|IAMFINMA_01713","1","Abi_2","p2.A5"
"1458","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p2.A5|IAMFINMA_02490","p2.A5|IAMFINMA_02491","p2.A5|IAMFINMA_02490,p2.A5|IAMFINMA_02491","2","IetA,IetS","p2.A5"
"1459","UserReplicon_Abi2_1","Abi2","Abi2","p2.A6|ADFMLLEJ_01735","p2.A6|ADFMLLEJ_01735","p2.A6|ADFMLLEJ_01735","1","Abi_2","p2.A6"
"1460","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p2.A6|ADFMLLEJ_04398","p2.A6|ADFMLLEJ_04399","p2.A6|ADFMLLEJ_04398,p2.A6|ADFMLLEJ_04399","2","IetA,IetS","p2.A6"
"1461","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p2.A6|ADFMLLEJ_05085","p2.A6|ADFMLLEJ_05085","p2.A6|ADFMLLEJ_05085","1","AAA_15_DUF4435","p2.A6"
"1462","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p2.A7|GFEJFFDO_00973","p2.A7|GFEJFFDO_00974","p2.A7|GFEJFFDO_00973,p2.A7|GFEJFFDO_00974","2","Type_IV_REases,Type_IV_REases","p2.A7"
"1463","UserReplicon_Abi2_1","Abi2","Abi2","p2.A7|GFEJFFDO_01642","p2.A7|GFEJFFDO_01642","p2.A7|GFEJFFDO_01642","1","Abi_2","p2.A7"
"1464","UserReplicon_CBASS_III_4","CBASS","CBASS_III","p2.A7|GFEJFFDO_03348","p2.A7|GFEJFFDO_03355","p2.A7|GFEJFFDO_03348,p2.A7|GFEJFFDO_03352,p2.A7|GFEJFFDO_03353,p2.A7|GFEJFFDO_03354,p2.A7|GFEJFFDO_03355","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p2.A7"
"1465","UserReplicon_Abi2_2","Abi2","Abi2","p2.A7|GFEJFFDO_04410","p2.A7|GFEJFFDO_04410","p2.A7|GFEJFFDO_04410","1","Abi_2","p2.A7"
"1466","UserReplicon_CBASS_III_4","CBASS","CBASS_III","p2.A8|AFDDLMLP_01621","p2.A8|AFDDLMLP_01628","p2.A8|AFDDLMLP_01621,p2.A8|AFDDLMLP_01625,p2.A8|AFDDLMLP_01626,p2.A8|AFDDLMLP_01627,p2.A8|AFDDLMLP_01628","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p2.A8"
"1467","UserReplicon_Abi2_1","Abi2","Abi2","p2.A8|AFDDLMLP_01915","p2.A8|AFDDLMLP_01915","p2.A8|AFDDLMLP_01915","1","Abi_2","p2.A8"
"1468","UserReplicon_Abi2_2","Abi2","Abi2","p2.A8|AFDDLMLP_02243","p2.A8|AFDDLMLP_02243","p2.A8|AFDDLMLP_02243","1","Abi_2","p2.A8"
"1469","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p2.A8|AFDDLMLP_04519","p2.A8|AFDDLMLP_04520","p2.A8|AFDDLMLP_04519,p2.A8|AFDDLMLP_04520","2","Type_IV_REases,Type_IV_REases","p2.A8"
"1470","UserReplicon_Abi2_1","Abi2","Abi2","p2.A9|ALDNNDIG_03780","p2.A9|ALDNNDIG_03780","p2.A9|ALDNNDIG_03780","1","Abi_2","p2.A9"
"1471","UserReplicon_CBASS_I_2","CBASS","CBASS_I","p2.A9|ALDNNDIG_03783","p2.A9|ALDNNDIG_03786","p2.A9|ALDNNDIG_03783,p2.A9|ALDNNDIG_03785,p2.A9|ALDNNDIG_03786","3","2TM_Gros,2TM_Gros,Cyclase_SMODS","p2.A9"
"1472","UserReplicon_Hachiman_2","Hachiman","Hachiman","p2.B1|AMAGNGCB_00746","p2.B1|AMAGNGCB_00747","p2.B1|AMAGNGCB_00746,p2.B1|AMAGNGCB_00747","2","HamB,HamA_1","p2.B1"
"1473","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p2.B1|AMAGNGCB_04270","p2.B1|AMAGNGCB_04273","p2.B1|AMAGNGCB_04270,p2.B1|AMAGNGCB_04273","2","Type_I_REases,Type_I_MTases","p2.B1"
"1474","UserReplicon_Gao_Iet_1","Gao_Iet","Gao_Iet","p2.B1|AMAGNGCB_04916","p2.B1|AMAGNGCB_04917","p2.B1|AMAGNGCB_04916,p2.B1|AMAGNGCB_04917","2","IetS,IetA","p2.B1"
"1475","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p2.B1|AMAGNGCB_04947","p2.B1|AMAGNGCB_04949","p2.B1|AMAGNGCB_04947,p2.B1|AMAGNGCB_04949","2","Type_I_MTases,Type_I_REases","p2.B1"
"1476","UserReplicon_Gao_Qat_4","Gao_Qat","Gao_Qat","p2.B10|CGHIIFIK_01951","p2.B10|CGHIIFIK_01954","p2.B10|CGHIIFIK_01951,p2.B10|CGHIIFIK_01952,p2.B10|CGHIIFIK_01953,p2.B10|CGHIIFIK_01954","4","QatA,QatB,QatC,QatD","p2.B10"
"1477","UserReplicon_Abi2_1","Abi2","Abi2","p2.B10|CGHIIFIK_02560","p2.B10|CGHIIFIK_02560","p2.B10|CGHIIFIK_02560","1","Abi_2","p2.B10"
"1478","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p2.B10|CGHIIFIK_04710","p2.B10|CGHIIFIK_04713","p2.B10|CGHIIFIK_04710,p2.B10|CGHIIFIK_04711,p2.B10|CGHIIFIK_04712,p2.B10|CGHIIFIK_04713","4","DruB,DruA,DruE_1,DruD","p2.B10"
"1479","UserReplicon_Gabija_3","Gabija","Gabija","p2.B10|CGHIIFIK_04865","p2.B10|CGHIIFIK_04866","p2.B10|CGHIIFIK_04865,p2.B10|CGHIIFIK_04866","2","GajB,GajA","p2.B10"
"1480","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p2.B10|CGHIIFIK_05169","p2.B10|CGHIIFIK_05170","p2.B10|CGHIIFIK_05169,p2.B10|CGHIIFIK_05170","2","Type_IV_REases,Type_IV_REases","p2.B10"
"1481","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p2.B10|CGHIIFIK_05171","p2.B10|CGHIIFIK_05172","p2.B10|CGHIIFIK_05171,p2.B10|CGHIIFIK_05172","2","Type_II_MTases,Type_II_REases","p2.B10"
"1482","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p2.B2|DCIPENGK_00795","p2.B2|DCIPENGK_00796","p2.B2|DCIPENGK_00795,p2.B2|DCIPENGK_00796","2","IetS,IetA","p2.B2"
"1483","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p2.B2|DCIPENGK_04311","p2.B2|DCIPENGK_04311","p2.B2|DCIPENGK_04311","1","AAA_15_DUF4435","p2.B2"
"1484","UserReplicon_Abi2_1","Abi2","Abi2","p2.B2|DCIPENGK_04991","p2.B2|DCIPENGK_04991","p2.B2|DCIPENGK_04991","1","Abi_2","p2.B2"
"1485","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p2.B3|DADJLLAH_01682","p2.B3|DADJLLAH_01682","p2.B3|DADJLLAH_01682","1","AAA_15_DUF4435","p2.B3"
"1486","UserReplicon_Abi2_1","Abi2","Abi2","p2.B3|DADJLLAH_04436","p2.B3|DADJLLAH_04436","p2.B3|DADJLLAH_04436","1","Abi_2","p2.B3"
"1487","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p2.B3|DADJLLAH_05239","p2.B3|DADJLLAH_05240","p2.B3|DADJLLAH_05239,p2.B3|DADJLLAH_05240","2","IetS,IetA","p2.B3"
"1488","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p2.B4|EOPLNEHC_01278","p2.B4|EOPLNEHC_01281","p2.B4|EOPLNEHC_01278,p2.B4|EOPLNEHC_01279,p2.B4|EOPLNEHC_01280,p2.B4|EOPLNEHC_01281","4","DruB,DruA,DruE_1,DruD","p2.B4"
"1489","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p2.B4|EOPLNEHC_03990","p2.B4|EOPLNEHC_03991","p2.B4|EOPLNEHC_03990,p2.B4|EOPLNEHC_03991","2","Type_II_MTases,Type_II_REases","p2.B4"
"1490","UserReplicon_Abi2_1","Abi2","Abi2","p2.B4|EOPLNEHC_03992","p2.B4|EOPLNEHC_03992","p2.B4|EOPLNEHC_03992","1","Abi_2","p2.B4"
"1491","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p2.B4|EOPLNEHC_04537","p2.B4|EOPLNEHC_04539","p2.B4|EOPLNEHC_04537,p2.B4|EOPLNEHC_04539","2","Type_I_MTases,Type_I_REases","p2.B4"
"1492","UserReplicon_RM_Type_II_1","RM","RM_Type_II","p2.B5|MFCHNAOB_02541","p2.B5|MFCHNAOB_02542","p2.B5|MFCHNAOB_02541,p2.B5|MFCHNAOB_02542","2","Type_II_MTases,Type_II_REases","p2.B5"
"1493","UserReplicon_Septu_2","Septu","Septu","p2.B5|MFCHNAOB_02549","p2.B5|MFCHNAOB_02550","p2.B5|MFCHNAOB_02549,p2.B5|MFCHNAOB_02550","2","PtuB,PtuA","p2.B5"
"1494","UserReplicon_RM_Type_II_6","RM","RM_Type_II","p2.B6|EGMBDGKO_02228","p2.B6|EGMBDGKO_02229","p2.B6|EGMBDGKO_02228,p2.B6|EGMBDGKO_02229","2","Type_II_MTases,Type_II_REases","p2.B6"
"1495","UserReplicon_BREX_2","BREX","BREX","p2.B6|EGMBDGKO_02288","p2.B6|EGMBDGKO_02297","p2.B6|EGMBDGKO_02288,p2.B6|EGMBDGKO_02289,p2.B6|EGMBDGKO_02290,p2.B6|EGMBDGKO_02292,p2.B6|EGMBDGKO_02296,p2.B6|EGMBDGKO_02297","6","brxA_DUF1819,brxB_DUF1788,brxC,pglX1,pglZA,brxL","p2.B6"
"1496","UserReplicon_AbiEii_1","AbiEii","AbiEii","p2.B6|EGMBDGKO_02294","p2.B6|EGMBDGKO_02295","p2.B6|EGMBDGKO_02294,p2.B6|EGMBDGKO_02295","2","AbiEi_3,AbiEii","p2.B6"
"1497","UserReplicon_CBASS_II_4","CBASS","CBASS_II","p2.B6|EGMBDGKO_02298","p2.B6|EGMBDGKO_02300","p2.B6|EGMBDGKO_02298,p2.B6|EGMBDGKO_02299,p2.B6|EGMBDGKO_02300","3","Phospholipase,Cyclase_II,AG_E1_ThiF","p2.B6"
"1498","UserReplicon_Septu_10","Septu","Septu","p2.B6|EGMBDGKO_02302","p2.B6|EGMBDGKO_02303","p2.B6|EGMBDGKO_02302,p2.B6|EGMBDGKO_02303","2","PtuB,PtuA","p2.B6"
"1499","UserReplicon_PARIS_II_merge_5","PARIS","PARIS_II_merge","p2.B6|EGMBDGKO_02305","p2.B6|EGMBDGKO_02305","p2.B6|EGMBDGKO_02305","1","AAA_21_DUF4435","p2.B6"
"1500","UserReplicon_RM_Type_IV_8","RM","RM_Type_IV","p2.B6|EGMBDGKO_03419","p2.B6|EGMBDGKO_03419","p2.B6|EGMBDGKO_03419","1","Type_IV_REases","p2.B6"
"1501","UserReplicon_RM_Type_II_7","RM","RM_Type_II","p2.B6|EGMBDGKO_03878","p2.B6|EGMBDGKO_03879","p2.B6|EGMBDGKO_03878,p2.B6|EGMBDGKO_03879","2","Type_II_REases,Type_II_MTases","p2.B6"
"1502","UserReplicon_RM_Type_IV_9","RM","RM_Type_IV","p2.B6|EGMBDGKO_04652","p2.B6|EGMBDGKO_04653","p2.B6|EGMBDGKO_04652,p2.B6|EGMBDGKO_04653","2","Type_IV_REases,Type_IV_REases","p2.B6"
"1503","UserReplicon_Rst_HEPN_6","Rst_HEPN","Rst_HEPN","p2.B7|LGDPIPEK_00389","p2.B7|LGDPIPEK_00389","p2.B7|LGDPIPEK_00389","1","Rst_HEPN","p2.B7"
"1504","UserReplicon_DRT_2_2","DRT","DRT_2","p2.B7|LGDPIPEK_01002","p2.B7|LGDPIPEK_01002","p2.B7|LGDPIPEK_01002","1","drt2","p2.B7"
"1505","UserReplicon_Kiwa_4","Kiwa","Kiwa","p2.B7|LGDPIPEK_01152","p2.B7|LGDPIPEK_01153","p2.B7|LGDPIPEK_01152,p2.B7|LGDPIPEK_01153","2","KwaB,KwaA","p2.B7"
"1506","UserReplicon_Abi2_1","Abi2","Abi2","p2.B7|LGDPIPEK_04540","p2.B7|LGDPIPEK_04540","p2.B7|LGDPIPEK_04540","1","Abi_2","p2.B7"
"1507","UserReplicon_Hachiman_3","Hachiman","Hachiman","p2.B7|LGDPIPEK_04549","p2.B7|LGDPIPEK_04550","p2.B7|LGDPIPEK_04549,p2.B7|LGDPIPEK_04550","2","HamA_2,HamB","p2.B7"
"1508","UserReplicon_Septu_7","Septu","Septu","p2.B7|LGDPIPEK_05051","p2.B7|LGDPIPEK_05052","p2.B7|LGDPIPEK_05051,p2.B7|LGDPIPEK_05052","2","PtuA,PtuB","p2.B7"
"1509","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p2.B7|LGDPIPEK_05367","p2.B7|LGDPIPEK_05368","p2.B7|LGDPIPEK_05367,p2.B7|LGDPIPEK_05368","2","Type_IV_REases,Type_IV_REases","p2.B7"
"1510","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p2.B8|EEJJMFKC_03372","p2.B8|EEJJMFKC_03375","p2.B8|EEJJMFKC_03372,p2.B8|EEJJMFKC_03373,p2.B8|EEJJMFKC_03374,p2.B8|EEJJMFKC_03375","4","DruD,DruE_1,DruA,DruB","p2.B8"
"1511","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p2.B8|EEJJMFKC_03993","p2.B8|EEJJMFKC_03994","p2.B8|EEJJMFKC_03993,p2.B8|EEJJMFKC_03994","2","Type_II_MTases,Type_II_REases","p2.B8"
"1512","UserReplicon_Abi2_1","Abi2","Abi2","p2.B8|EEJJMFKC_03995","p2.B8|EEJJMFKC_03995","p2.B8|EEJJMFKC_03995","1","Abi_2","p2.B8"
"1513","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p2.B8|EEJJMFKC_04540","p2.B8|EEJJMFKC_04542","p2.B8|EEJJMFKC_04540,p2.B8|EEJJMFKC_04542","2","Type_I_MTases,Type_I_REases","p2.B8"
"1514","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p2.B9|LEKFOMGJ_00086","p2.B9|LEKFOMGJ_00087","p2.B9|LEKFOMGJ_00086,p2.B9|LEKFOMGJ_00087","2","Type_II_MTases,Type_II_REases","p2.B9"
"1515","UserReplicon_Abi2_1","Abi2","Abi2","p2.B9|LEKFOMGJ_00088","p2.B9|LEKFOMGJ_00088","p2.B9|LEKFOMGJ_00088","1","Abi_2","p2.B9"
"1516","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p2.B9|LEKFOMGJ_00633","p2.B9|LEKFOMGJ_00635","p2.B9|LEKFOMGJ_00633,p2.B9|LEKFOMGJ_00635","2","Type_I_MTases,Type_I_REases","p2.B9"
"1517","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p2.B9|LEKFOMGJ_04427","p2.B9|LEKFOMGJ_04430","p2.B9|LEKFOMGJ_04427,p2.B9|LEKFOMGJ_04428,p2.B9|LEKFOMGJ_04429,p2.B9|LEKFOMGJ_04430","4","DruB,DruA,DruE_1,DruD","p2.B9"
"1518","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p2.C1|AMGJLIGP_00089","p2.C1|AMGJLIGP_00092","p2.C1|AMGJLIGP_00089,p2.C1|AMGJLIGP_00092","2","Type_I_REases,Type_I_MTases","p2.C1"
"1519","UserReplicon_Hachiman_2","Hachiman","Hachiman","p2.C1|AMGJLIGP_01084","p2.C1|AMGJLIGP_01085","p2.C1|AMGJLIGP_01084,p2.C1|AMGJLIGP_01085","2","HamB,HamA_1","p2.C1"
"1520","UserReplicon_Gao_Iet_1","Gao_Iet","Gao_Iet","p2.C1|AMGJLIGP_04922","p2.C1|AMGJLIGP_04923","p2.C1|AMGJLIGP_04922,p2.C1|AMGJLIGP_04923","2","IetS,IetA","p2.C1"
"1521","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p2.C1|AMGJLIGP_04953","p2.C1|AMGJLIGP_04955","p2.C1|AMGJLIGP_04953,p2.C1|AMGJLIGP_04955","2","Type_I_MTases,Type_I_REases","p2.C1"
"1522","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p2.C10|PPLPNEOI_01481","p2.C10|PPLPNEOI_01482","p2.C10|PPLPNEOI_01481,p2.C10|PPLPNEOI_01482","2","Type_IV_REases,Type_IV_REases","p2.C10"
"1523","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p2.C10|PPLPNEOI_01483","p2.C10|PPLPNEOI_01484","p2.C10|PPLPNEOI_01483,p2.C10|PPLPNEOI_01484","2","Type_II_MTases,Type_II_REases","p2.C10"
"1524","UserReplicon_Gabija_3","Gabija","Gabija","p2.C10|PPLPNEOI_02608","p2.C10|PPLPNEOI_02609","p2.C10|PPLPNEOI_02608,p2.C10|PPLPNEOI_02609","2","GajB,GajA","p2.C10"
"1525","UserReplicon_Gao_Qat_4","Gao_Qat","Gao_Qat","p2.C10|PPLPNEOI_03008","p2.C10|PPLPNEOI_03011","p2.C10|PPLPNEOI_03008,p2.C10|PPLPNEOI_03009,p2.C10|PPLPNEOI_03010,p2.C10|PPLPNEOI_03011","4","QatA,QatB,QatC,QatD","p2.C10"
"1526","UserReplicon_Abi2_1","Abi2","Abi2","p2.C10|PPLPNEOI_03616","p2.C10|PPLPNEOI_03616","p2.C10|PPLPNEOI_03616","1","Abi_2","p2.C10"
"1527","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p2.C10|PPLPNEOI_03879","p2.C10|PPLPNEOI_03882","p2.C10|PPLPNEOI_03879,p2.C10|PPLPNEOI_03880,p2.C10|PPLPNEOI_03881,p2.C10|PPLPNEOI_03882","4","DruB,DruA,DruE_1,DruD","p2.C10"
"1528","UserReplicon_Rst_NACHT_6","Rst_NACHT","Rst_NACHT","p2.C11|BCMCMFNE_01177","p2.C11|BCMCMFNE_01177","p2.C11|BCMCMFNE_01177","1","NACHT","p2.C11"
"1529","UserReplicon_Septu_7","Septu","Septu","p2.C11|BCMCMFNE_01399","p2.C11|BCMCMFNE_01400","p2.C11|BCMCMFNE_01399,p2.C11|BCMCMFNE_01400","2","PtuA,PtuB","p2.C11"
"1530","UserReplicon_dCTPdeaminase_9","dCTPdeaminase","dCTPdeaminase","p2.C11|BCMCMFNE_02058","p2.C11|BCMCMFNE_02058","p2.C11|BCMCMFNE_02058","1","dCTPdeaminase","p2.C11"
"1531","UserReplicon_Septu_8","Septu","Septu","p2.C11|BCMCMFNE_02111","p2.C11|BCMCMFNE_02112","p2.C11|BCMCMFNE_02111,p2.C11|BCMCMFNE_02112","2","PtuB,PtuA","p2.C11"
"1532","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p2.C11|BCMCMFNE_03244","p2.C11|BCMCMFNE_03251","p2.C11|BCMCMFNE_03244,p2.C11|BCMCMFNE_03248,p2.C11|BCMCMFNE_03251","3","Type_I_REases,Type_I_MTases,Type_I_REases","p2.C11"
"1533","UserReplicon_CBASS_II_2","CBASS","CBASS_II","p2.C11|BCMCMFNE_03703","p2.C11|BCMCMFNE_03706","p2.C11|BCMCMFNE_03703,p2.C11|BCMCMFNE_03704,p2.C11|BCMCMFNE_03705,p2.C11|BCMCMFNE_03706","4","Jab,AG_E1_ThiF,Cyclase_II,Phospholipase","p2.C11"
"1534","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p2.C11|BCMCMFNE_04275","p2.C11|BCMCMFNE_04276","p2.C11|BCMCMFNE_04275,p2.C11|BCMCMFNE_04276","2","Type_IV_REases,Type_IV_REases","p2.C11"
"1535","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p2.C11|BCMCMFNE_04375","p2.C11|BCMCMFNE_04375","p2.C11|BCMCMFNE_04375","1","Type_IV_REases","p2.C11"
"1536","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p2.C2|PIDPGPMF_00787","p2.C2|PIDPGPMF_00788","p2.C2|PIDPGPMF_00787,p2.C2|PIDPGPMF_00788","2","IetS,IetA","p2.C2"
"1537","UserReplicon_Abi2_1","Abi2","Abi2","p2.C2|PIDPGPMF_02833","p2.C2|PIDPGPMF_02833","p2.C2|PIDPGPMF_02833","1","Abi_2","p2.C2"
"1538","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p2.C2|PIDPGPMF_05207","p2.C2|PIDPGPMF_05207","p2.C2|PIDPGPMF_05207","1","AAA_15_DUF4435","p2.C2"
"1539","UserReplicon_Abi2_1","Abi2","Abi2","p2.C3|JOPIDPKO_01574","p2.C3|JOPIDPKO_01574","p2.C3|JOPIDPKO_01574","1","Abi_2","p2.C3"
"1540","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p2.C3|JOPIDPKO_03826","p2.C3|JOPIDPKO_03826","p2.C3|JOPIDPKO_03826","1","AAA_15_DUF4435","p2.C3"
"1541","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p2.C3|JOPIDPKO_05241","p2.C3|JOPIDPKO_05242","p2.C3|JOPIDPKO_05241,p2.C3|JOPIDPKO_05242","2","IetS,IetA","p2.C3"
"1542","UserReplicon_AVAST_II_1","AVAST","AVAST_II","p2.C4|MAJKPAPD_01119","p2.C4|MAJKPAPD_01119","p2.C4|MAJKPAPD_01119","1","Avs2A","p2.C4"
"1543","UserReplicon_CBASS_I_3","CBASS","CBASS_I","p2.C4|MAJKPAPD_01121","p2.C4|MAJKPAPD_01122","p2.C4|MAJKPAPD_01121,p2.C4|MAJKPAPD_01122","2","2TM_Gros,Cyclase_SMODS","p2.C4"
"1544","UserReplicon_Abi2_2","Abi2","Abi2","p2.C4|MAJKPAPD_01879","p2.C4|MAJKPAPD_01879","p2.C4|MAJKPAPD_01879","1","Abi_2","p2.C4"
"1545","UserReplicon_Lamassu_4","Lamassu","Lamassu","p2.C4|MAJKPAPD_04722","p2.C4|MAJKPAPD_04723","p2.C4|MAJKPAPD_04722,p2.C4|MAJKPAPD_04723","2","LmuA,LmuB","p2.C4"
"1546","UserReplicon_Rst_DUF4238_5","Rst_DUF4238","Rst_DUF4238","p2.C4|MAJKPAPD_05149","p2.C4|MAJKPAPD_05149","p2.C4|MAJKPAPD_05149","1","DUF4238_Pers","p2.C4"
"1547","UserReplicon_RM_Type_III_2","RM","RM_Type_III","p2.C5|DEFJKDND_00141","p2.C5|DEFJKDND_00142","p2.C5|DEFJKDND_00141,p2.C5|DEFJKDND_00142","2","Type_III_MTases,Type_III_REases","p2.C5"
"1548","UserReplicon_Abi2_1","Abi2","Abi2","p2.C5|DEFJKDND_01020","p2.C5|DEFJKDND_01020","p2.C5|DEFJKDND_01020","1","Abi_2","p2.C5"
"1549","UserReplicon_RM_Type_IV_3","RM","RM_Type_IV","p2.C5|DEFJKDND_01872","p2.C5|DEFJKDND_01873","p2.C5|DEFJKDND_01872,p2.C5|DEFJKDND_01873","2","Type_IV_REases,Type_IV_REases","p2.C5"
"1550","UserReplicon_Septu_4","Septu","Septu","p2.C5|DEFJKDND_02950","p2.C5|DEFJKDND_02951","p2.C5|DEFJKDND_02950,p2.C5|DEFJKDND_02951","2","PtuA,PtuB","p2.C5"
"1551","UserReplicon_RM_Type_I_1","RM","RM_Type_I","p2.C6|AKFMECEL_01902","p2.C6|AKFMECEL_01908","p2.C6|AKFMECEL_01902,p2.C6|AKFMECEL_01905,p2.C6|AKFMECEL_01908","3","Type_I_MTases,Type_I_REases,Type_I_MTases","p2.C6"
"1552","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p2.C7|AGELIKHO_00496","p2.C7|AGELIKHO_00497","p2.C7|AGELIKHO_00496,p2.C7|AGELIKHO_00497","2","Type_IV_REases,Type_IV_REases","p2.C7"
"1553","UserReplicon_Septu_7","Septu","Septu","p2.C7|AGELIKHO_00810","p2.C7|AGELIKHO_00811","p2.C7|AGELIKHO_00810,p2.C7|AGELIKHO_00811","2","PtuB,PtuA","p2.C7"
"1554","UserReplicon_Abi2_1","Abi2","Abi2","p2.C7|AGELIKHO_01461","p2.C7|AGELIKHO_01461","p2.C7|AGELIKHO_01461","1","Abi_2","p2.C7"
"1555","UserReplicon_Hachiman_3","Hachiman","Hachiman","p2.C7|AGELIKHO_01470","p2.C7|AGELIKHO_01471","p2.C7|AGELIKHO_01470,p2.C7|AGELIKHO_01471","2","HamA_2,HamB","p2.C7"
"1556","UserReplicon_Kiwa_4","Kiwa","Kiwa","p2.C7|AGELIKHO_02390","p2.C7|AGELIKHO_02391","p2.C7|AGELIKHO_02390,p2.C7|AGELIKHO_02391","2","KwaA,KwaB","p2.C7"
"1557","UserReplicon_DRT_2_2","DRT","DRT_2","p2.C7|AGELIKHO_02541","p2.C7|AGELIKHO_02541","p2.C7|AGELIKHO_02541","1","drt2","p2.C7"
"1558","UserReplicon_Rst_HEPN_6","Rst_HEPN","Rst_HEPN","p2.C7|AGELIKHO_04889","p2.C7|AGELIKHO_04889","p2.C7|AGELIKHO_04889","1","Rst_HEPN","p2.C7"
"1559","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p2.C8|PMEFEKIG_00045","p2.C8|PMEFEKIG_00047","p2.C8|PMEFEKIG_00045,p2.C8|PMEFEKIG_00047","2","Type_I_REases,Type_I_MTases","p2.C8"
"1560","UserReplicon_Abi2_1","Abi2","Abi2","p2.C8|PMEFEKIG_00592","p2.C8|PMEFEKIG_00592","p2.C8|PMEFEKIG_00592","1","Abi_2","p2.C8"
"1561","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p2.C8|PMEFEKIG_00593","p2.C8|PMEFEKIG_00594","p2.C8|PMEFEKIG_00593,p2.C8|PMEFEKIG_00594","2","Type_II_REases,Type_II_MTases","p2.C8"
"1562","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p2.C8|PMEFEKIG_04180","p2.C8|PMEFEKIG_04183","p2.C8|PMEFEKIG_04180,p2.C8|PMEFEKIG_04181,p2.C8|PMEFEKIG_04182,p2.C8|PMEFEKIG_04183","4","DruD,DruE_1,DruA,DruB","p2.C8"
"1563","UserReplicon_Gao_Iet_3","Gao_Iet","Gao_Iet","p2.C9|OHINHOCN_01117","p2.C9|OHINHOCN_01118","p2.C9|OHINHOCN_01117,p2.C9|OHINHOCN_01118","2","IetA,IetS","p2.C9"
"1564","UserReplicon_AVAST_I_1","AVAST","AVAST_I","p2.C9|OHINHOCN_01119","p2.C9|OHINHOCN_01121","p2.C9|OHINHOCN_01119,p2.C9|OHINHOCN_01120,p2.C9|OHINHOCN_01121","3","Avs1A,Avs1B,Avs1C","p2.C9"
"1565","UserReplicon_Gao_Hhe_2","Gao_Hhe","Gao_Hhe","p2.C9|OHINHOCN_02921","p2.C9|OHINHOCN_02921","p2.C9|OHINHOCN_02921","1","HheA","p2.C9"
"1566","UserReplicon_Rst_Hp-Tm_3","Rst_Hp-tm","Rst_Hp-Tm","p2.D1|BDEGFIAO_00878","p2.D1|BDEGFIAO_00879","p2.D1|BDEGFIAO_00878,p2.D1|BDEGFIAO_00879","2","Hp-Tm,HP","p2.D1"
"1567","UserReplicon_RM_Type_IV_2","RM","RM_Type_IV","p2.D1|BDEGFIAO_01057","p2.D1|BDEGFIAO_01058","p2.D1|BDEGFIAO_01057,p2.D1|BDEGFIAO_01058","2","Type_IV_REases,Type_IV_REases","p2.D1"
